,ID,direct_trip,number_of_adults,number_of_children,type_of_meal_plan,people_with_disabilities,class,year,month,date,repeated_guest,np_cancellations,np_not_canceled,price,status
291,DZ00292,No,2,0,plan 1,0,Type 1,2023,8,22,No,0,0,1420.0,Canceled
292,DZ00293,Yes,2,1,plan 1,0,Type 1,2022,8,8,No,0,0,785.0,Not_Canceled
293,DZ00294,No,2,0,plan 1,0,Type 1,2023,5,1,No,0,0,1073.0,Not_Canceled
294,DZ00295,No,2,2,plan 1,0,Type 1,2023,4,3,No,0,0,893.0,Canceled
295,DZ00296,No,1,2,plan 1,0,Type 1,2023,11,1,No,0,0,1120.0,Canceled
296,DZ00297,No,1,2,plan 2,0,Type 1,2022,9,4,No,0,0,850.0,Not_Canceled
297,DZ00298,Yes,2,2,plan 1,0,Type 1,2023,8,13,No,0,0,1014.5,Not_Canceled
298,DZ00299,Yes,2,2,plan 2,0,Type 1,2022,12,27,No,0,0,1065.0,Not_Canceled
299,DZ00300,No,2,0,plan 1,0,Type 1,2023,11,16,No,0,0,945.4,Not_Canceled
300,DZ00301,Yes,1,0,plan 1,0,Type 1,2023,10,13,No,0,0,970.0,Not_Canceled
301,DZ00302,Yes,1,2,plan 1,0,Type 1,2023,6,15,No,0,0,1320.0,Canceled
302,DZ00303,No,2,1,plan 1,0,Type 1,2023,1,2,Yes,1,0,650.0,Not_Canceled
303,DZ00304,No,2,2,plan 1,0,Type 4,2023,10,28,No,0,0,1118.0,Canceled
304,DZ00305,No,2,1,plan 1,0,Type 1,2023,5,16,No,0,0,1050.0,Not_Canceled
305,DZ00306,Yes,3,2,plan 1,0,Type 4,2023,2,20,No,0,0,1320.0,Not_Canceled
306,DZ00307,No,2,0,plan 1,0,Type 1,2023,3,23,No,0,0,1190.0,Canceled
307,DZ00308,No,2,2,plan 1,0,Type 4,2022,12,29,No,0,0,625.0,Not_Canceled
308,DZ00309,Yes,2,0,plan 2,0,Type 1,2022,9,30,No,0,0,1142.0,Not_Canceled
309,DZ00310,Yes,2,0,plan 1,0,Type 1,2023,8,1,No,0,0,1379.0,Canceled
310,DZ00311,Yes,2,1,plan 1,0,Type 1,2023,7,25,No,0,0,1530.0,Canceled
313,DZ00314,No,2,1,plan 1,0,Type 1,2023,7,9,No,0,0,1050.9,Canceled
314,DZ00315,No,2,2,plan 1,0,Type 1,2023,2,28,No,0,0,890.0,Not_Canceled
315,DZ00316,Yes,3,0,plan 1,0,Type 4,2023,4,17,No,0,0,1390.0,Canceled
316,DZ00317,Yes,2,2,plan 2,0,Type 1,2023,6,24,No,0,0,1110.0,Not_Canceled
317,DZ00318,Yes,2,0,plan 2,0,Type 1,2023,6,6,No,0,0,1170.0,Canceled
318,DZ00319,Yes,2,0,plan 1,0,Type 4,2023,7,17,No,0,0,1014.5,Not_Canceled
319,DZ00320,Yes,2,0,plan 2,0,Type 1,2023,8,18,No,0,0,1170.0,Canceled
320,DZ00321,No,3,1,plan 1,0,Type 4,2023,2,22,No,0,0,1320.0,Not_Canceled
321,DZ00322,No,1,1,plan 1,0,Type 1,2023,5,22,Yes,0,3,670.0,Not_Canceled
322,DZ00323,Yes,2,1,plan 1,0,Type 1,2023,6,17,No,0,0,770.0,Canceled
323,DZ00324,No,2,3,plan 1,0,Type 1,2023,7,8,No,0,0,1349.0,Canceled
324,DZ00325,Yes,1,1,plan 1,0,Type 1,2022,10,18,No,0,0,1220.0,Not_Canceled
325,DZ00326,Yes,2,0,not selected,0,Type 1,2023,11,11,No,0,0,812.0,Canceled
326,DZ00327,Yes,3,1,plan 1,0,Type 4,2023,8,28,No,0,0,1613.0,Canceled
327,DZ00328,Yes,1,0,plan 1,0,Type 1,2023,6,15,No,0,0,1320.0,Canceled
328,DZ00329,Yes,2,2,plan 1,0,Type 1,2022,10,6,Yes,1,0,920.0,Not_Canceled
329,DZ00330,No,2,2,plan 1,0,Type 4,2023,5,27,No,0,0,1424.0,Not_Canceled
330,DZ00331,Yes,2,0,plan 1,0,Type 1,2022,8,11,No,0,0,770.0,Not_Canceled
331,DZ00332,No,2,2,plan 2,0,Type 1,2022,7,17,No,0,0,1110.0,Canceled
332,DZ00333,No,2,2,plan 2,0,Type 1,2022,7,25,No,0,0,965.0,Canceled
333,DZ00334,No,1,2,plan 1,0,Type 1,2022,12,15,Yes,0,1,770.0,Not_Canceled
335,DZ00336,No,2,1,plan 1,0,Type 1,2022,10,10,No,0,0,786.7,Not_Canceled
336,DZ00337,Yes,2,0,plan 1,0,Type 1,2023,10,2,No,0,0,1280.0,Not_Canceled
337,DZ00338,No,2,2,not selected,0,Type 1,2023,7,23,No,0,0,875.0,Not_Canceled
338,DZ00339,No,2,0,plan 1,0,Type 4,2023,8,18,No,0,0,1427.0,Canceled
339,DZ00340,No,2,2,plan 1,0,Type 4,2023,6,26,No,0,0,1057.0,Not_Canceled
340,DZ00341,No,1,1,plan 1,0,Type 1,2022,9,8,No,0,0,1440.0,Not_Canceled
341,DZ00342,No,2,1,plan 1,0,Type 1,2023,12,21,No,0,0,1057.0,Not_Canceled
342,DZ00343,Yes,1,1,plan 1,0,Type 1,2023,6,6,No,0,0,1120.0,Not_Canceled
343,DZ00344,No,2,0,plan 1,0,Type 1,2023,11,10,No,0,0,770.0,Not_Canceled
345,DZ00346,No,2,1,not selected,0,Type 1,2023,9,7,No,0,0,893.0,Not_Canceled
346,DZ00347,No,1,1,plan 1,0,Type 1,2023,8,24,Yes,0,4,20.0,Not_Canceled
347,DZ00348,Yes,2,1,plan 2,0,Type 1,2022,8,14,No,0,0,1035.0,Not_Canceled
348,DZ00349,No,2,2,plan 1,0,Type 1,2023,2,24,No,0,0,990.0,Not_Canceled
349,DZ00350,Yes,3,2,plan 1,0,Type 4,2023,8,15,No,0,0,1523.0,Not_Canceled
350,DZ00351,Yes,2,0,plan 1,0,Type 1,2023,3,29,No,0,0,844.5,Not_Canceled
351,DZ00352,Yes,1,1,plan 1,1,Type 4,2023,7,1,Yes,0,3,1050.0,Not_Canceled
352,DZ00353,No,1,2,plan 1,0,Type 1,2023,7,5,No,0,0,1470.0,Canceled
353,DZ00354,Yes,1,2,plan 1,0,Type 1,2023,7,11,No,0,0,1470.0,Not_Canceled
354,DZ00355,No,2,0,plan 1,0,Type 4,2023,5,14,No,0,0,1368.5,Not_Canceled
355,DZ00356,No,2,3,plan 1,0,Type 6,2023,10,22,No,0,0,1702.5,Not_Canceled
356,DZ00357,No,1,1,plan 1,0,Type 1,2023,2,28,No,0,0,620.0,Canceled
357,DZ00358,No,2,1,plan 1,0,Type 1,2023,6,13,No,0,0,780.0,Not_Canceled
358,DZ00359,No,2,1,plan 1,0,Type 1,2022,8,10,No,0,0,655.0,Not_Canceled
359,DZ00360,No,2,0,plan 1,0,Type 1,2023,9,18,No,0,0,970.0,Not_Canceled
360,DZ00361,No,2,2,plan 1,0,Type 4,2023,9,3,No,0,0,929.5,Not_Canceled
361,DZ00362,No,2,2,plan 1,0,Type 1,2022,10,16,No,0,0,1004.0,Not_Canceled
362,DZ00363,No,2,1,plan 1,0,Type 1,2023,9,22,No,0,0,1379.0,Not_Canceled
363,DZ00364,No,2,0,plan 1,0,Type 4,2023,11,16,No,0,0,1320.0,Not_Canceled
364,DZ00365,Yes,2,2,plan 1,0,Type 4,2022,11,19,No,0,0,839.0,Not_Canceled
365,DZ00366,No,3,0,plan 1,0,Type 1,2023,2,22,No,0,0,808.5,Not_Canceled
366,DZ00367,Yes,2,1,plan 2,0,Type 1,2023,6,26,No,0,0,1433.0,Canceled
367,DZ00368,Yes,2,0,plan 1,0,Type 1,2023,4,9,No,0,0,720.0,Not_Canceled
368,DZ00369,No,2,0,plan 2,0,Type 1,2023,8,13,No,0,0,1721.0,Not_Canceled
370,DZ00371,No,2,4,plan 1,0,Type 6,2022,12,29,No,0,0,2010.0,Not_Canceled
371,DZ00372,Yes,2,1,plan 1,0,Type 4,2023,7,10,No,0,0,844.5,Not_Canceled
372,DZ00373,Yes,4,2,plan 1,0,Type 7,2023,10,20,No,0,0,1948.6,Not_Canceled
373,DZ00374,Yes,2,0,plan 1,0,Type 1,2022,9,25,No,0,0,1870.0,Not_Canceled
374,DZ00375,Yes,2,2,plan 1,0,Type 1,2023,12,10,No,0,0,700.6999999999999,Not_Canceled
375,DZ00376,Yes,2,0,plan 1,0,Type 1,2023,10,4,No,0,0,1208.0,Not_Canceled
376,DZ00377,No,2,2,plan 1,0,Type 4,2023,10,27,No,0,0,1064.0,Canceled
378,DZ00379,No,2,2,not selected,0,Type 1,2023,3,3,No,0,0,731.0,Canceled
379,DZ00380,Yes,2,1,plan 1,0,Type 1,2023,5,21,No,0,0,970.0,Not_Canceled
380,DZ00381,No,2,0,plan 1,0,Type 4,2023,9,13,No,0,0,1186.2,Canceled
381,DZ00382,No,2,2,plan 1,0,Type 1,2023,9,7,No,0,0,1380.0,Not_Canceled
382,DZ00383,Yes,2,2,plan 1,0,Type 6,2023,12,2,No,0,0,1499.0,Canceled
383,DZ00384,Yes,2,2,not selected,0,Type 1,2023,9,18,No,0,0,1257.0,Not_Canceled
384,DZ00385,Yes,2,1,plan 1,0,Type 1,2023,6,19,No,0,0,1379.0,Canceled
385,DZ00386,Yes,2,1,plan 2,0,Type 1,2022,10,16,No,0,0,1110.0,Not_Canceled
386,DZ00387,No,3,2,plan 1,0,Type 4,2023,3,20,No,0,0,1880.0,Not_Canceled
387,DZ00388,No,3,1,plan 1,0,Type 4,2023,12,26,No,0,0,1176.0,Canceled
388,DZ00389,No,2,3,plan 1,0,Type 6,2023,5,14,No,0,0,2230.0,Canceled
389,DZ00390,No,1,1,plan 1,0,Type 1,2022,9,15,No,0,0,670.0,Not_Canceled
390,DZ00391,Yes,1,1,plan 1,0,Type 1,2023,2,19,No,0,0,820.0,Not_Canceled
391,DZ00392,No,2,1,plan 1,0,Type 1,2023,3,23,No,0,0,758.3,Not_Canceled
392,DZ00393,No,1,1,plan 1,1,Type 1,2023,10,18,Yes,3,19,690.0,Not_Canceled
393,DZ00394,No,2,0,plan 1,0,Type 1,2023,3,4,No,0,0,823.0,Not_Canceled
394,DZ00395,Yes,2,0,not selected,0,Type 1,2023,4,30,No,0,0,870.0,Not_Canceled
395,DZ00396,No,2,3,plan 1,0,Type 1,2023,7,23,No,0,0,1541.0,Canceled
397,DZ00398,No,1,2,plan 2,0,Type 1,2023,9,28,No,0,0,1120.0,Not_Canceled
398,DZ00399,Yes,2,0,plan 1,0,Type 1,2023,5,13,No,0,0,970.0,Canceled
399,DZ00400,No,2,1,not selected,0,Type 1,2023,3,18,No,0,0,810.0,Not_Canceled
400,DZ00401,Yes,2,2,plan 1,0,Type 1,2023,8,12,No,0,0,820.0,Canceled
401,DZ00402,No,2,2,plan 1,0,Type 1,2023,10,1,No,0,0,1048.5,Canceled
402,DZ00403,Yes,2,1,plan 1,0,Type 1,2023,9,9,No,0,0,920.0,Canceled
403,DZ00404,Yes,2,1,plan 1,0,Type 2,2023,1,29,No,0,0,643.6999999999999,Not_Canceled
404,DZ00405,Yes,2,2,not selected,0,Type 1,2023,4,8,No,0,0,1000.0,Not_Canceled
405,DZ00406,Yes,2,1,plan 1,0,Type 1,2022,9,17,No,0,0,1196.7,Canceled
406,DZ00407,Yes,2,0,plan 1,0,Type 1,2023,6,18,No,0,0,1430.0,Not_Canceled
407,DZ00408,Yes,2,1,plan 1,0,Type 6,2023,12,26,No,0,0,1586.1,Canceled
408,DZ00409,Yes,3,1,plan 1,0,Type 4,2023,8,3,No,0,0,1541.0,Canceled
409,DZ00410,Yes,2,0,plan 1,0,Type 1,2023,8,6,No,0,0,1073.0,Canceled
410,DZ00411,No,2,0,plan 1,0,Type 1,2023,5,30,No,0,0,1218.5,Not_Canceled
411,DZ00412,Yes,2,1,plan 1,0,Type 1,2023,11,4,No,0,0,992.0,Not_Canceled
412,DZ00413,No,1,0,not selected,0,Type 1,2023,5,13,No,0,0,1181.0,Not_Canceled
413,DZ00414,No,3,1,plan 1,0,Type 4,2023,5,29,No,0,0,1524.5,Canceled
414,DZ00415,No,1,1,plan 1,0,Type 1,2023,1,20,No,0,0,730.0,Not_Canceled
415,DZ00416,No,1,0,plan 1,0,Type 1,2023,6,27,No,0,0,20.0,Not_Canceled
416,DZ00417,No,2,2,plan 1,0,Type 4,2022,12,7,No,0,0,620.0,Not_Canceled
417,DZ00418,No,1,1,plan 1,0,Type 1,2023,4,5,Yes,0,1,910.0,Not_Canceled
418,DZ00419,Yes,2,0,plan 2,0,Type 1,2023,10,23,No,0,0,1170.0,Canceled
419,DZ00420,No,2,1,plan 1,0,Type 1,2023,5,2,No,0,0,1020.0,Not_Canceled
420,DZ00421,No,2,2,not selected,0,Type 1,2023,11,14,No,0,0,779.0,Canceled
421,DZ00422,Yes,2,0,plan 1,0,Type 1,2022,10,2,No,0,0,670.0,Not_Canceled
422,DZ00423,Yes,2,0,plan 1,0,Type 1,2023,5,29,No,0,0,1065.5,Not_Canceled
423,DZ00424,Yes,1,2,plan 1,0,Type 1,2023,10,14,No,0,0,1170.0,Canceled
424,DZ00425,Yes,3,0,plan 1,0,Type 4,2023,7,2,No,0,0,1890.0,Canceled
425,DZ00426,Yes,1,2,plan 1,0,Type 1,2023,8,4,No,0,0,1170.0,Not_Canceled
426,DZ00427,No,2,2,not selected,0,Type 1,2023,9,27,No,0,0,864.3000000000001,Canceled
427,DZ00428,No,2,1,plan 1,0,Type 1,2023,4,8,No,0,0,929.5,Canceled
429,DZ00430,No,2,2,plan 1,0,Type 1,2023,9,3,No,0,0,991.8,Canceled
430,DZ00431,Yes,1,1,plan 2,0,Type 1,2022,10,21,No,0,0,811.1,Not_Canceled
431,DZ00432,Yes,2,0,plan 1,0,Type 1,2023,5,13,No,0,0,20.0,Not_Canceled
432,DZ00433,Yes,2,1,plan 1,0,Type 4,2022,9,8,No,0,0,1220.0,Not_Canceled
433,DZ00434,Yes,2,1,plan 1,0,Type 1,2022,10,20,No,0,0,1280.0,Not_Canceled
434,DZ00435,Yes,2,1,plan 1,0,Type 1,2023,2,16,No,0,0,930.0,Canceled
435,DZ00436,No,2,2,plan 2,0,Type 1,2023,9,6,No,0,0,1390.0,Canceled
436,DZ00437,Yes,2,1,plan 1,0,Type 1,2023,3,16,No,0,0,693.1999999999999,Not_Canceled
437,DZ00438,No,2,1,plan 1,0,Type 1,2022,10,23,No,0,0,836.2,Not_Canceled
438,DZ00439,Yes,3,0,plan 2,0,Type 4,2023,10,24,No,0,0,1256.6,Not_Canceled
439,DZ00440,Yes,2,2,not selected,0,Type 1,2023,8,6,No,0,0,965.0,Not_Canceled
440,DZ00441,Yes,2,0,plan 1,0,Type 1,2023,8,22,No,0,0,983.0,Canceled
442,DZ00443,No,2,2,plan 1,0,Type 1,2023,3,10,No,0,0,839.0,Not_Canceled
443,DZ00444,No,2,2,plan 1,0,Type 1,2023,5,11,No,0,0,1218.5,Not_Canceled
444,DZ00445,Yes,1,2,plan 1,0,Type 1,2022,10,23,No,0,0,855.0,Not_Canceled
445,DZ00446,Yes,1,2,plan 1,1,Type 1,2023,4,1,Yes,0,3,690.0,Not_Canceled
446,DZ00447,No,2,2,plan 1,0,Type 4,2023,6,19,No,0,0,1580.0,Not_Canceled
448,DZ00449,Yes,2,2,plan 1,0,Type 4,2023,4,4,No,0,0,1287.5,Canceled
449,DZ00450,No,2,2,plan 2,0,Type 1,2023,6,6,No,0,0,1170.0,Canceled
450,DZ00451,Yes,2,1,not selected,0,Type 1,2023,10,16,No,0,0,1091.0,Canceled
451,DZ00452,No,1,0,plan 1,0,Type 1,2023,10,14,No,0,0,1220.0,Not_Canceled
452,DZ00453,Yes,2,2,plan 1,0,Type 1,2023,11,19,No,0,0,956.0,Not_Canceled
453,DZ00454,No,2,0,plan 1,0,Type 1,2023,6,8,No,0,0,1220.0,Not_Canceled
454,DZ00455,No,1,0,plan 1,0,Type 1,2023,6,8,No,0,0,920.0,Not_Canceled
455,DZ00456,Yes,2,2,plan 1,0,Type 1,2023,9,6,No,0,0,1390.0,Canceled
456,DZ00457,Yes,2,2,plan 1,0,Type 1,2023,10,31,No,0,0,1084.3000000000002,Canceled
458,DZ00459,No,2,1,plan 2,0,Type 1,2022,9,18,No,0,0,1035.0,Not_Canceled
459,DZ00460,No,2,1,not selected,0,Type 1,2023,6,23,No,0,0,875.0,Canceled
460,DZ00461,Yes,1,2,plan 1,0,Type 1,2023,10,13,No,0,0,970.0,Not_Canceled
461,DZ00462,Yes,2,0,plan 1,0,Type 4,2023,7,1,No,0,0,1057.0,Not_Canceled
462,DZ00463,Yes,1,1,plan 1,0,Type 1,2022,8,26,No,0,0,670.0,Not_Canceled
463,DZ00464,No,2,1,plan 1,0,Type 1,2023,8,18,No,0,0,1021.2,Canceled
464,DZ00465,Yes,2,2,plan 2,1,Type 1,2023,4,11,No,0,0,1582.5,Not_Canceled
466,DZ00467,No,2,1,plan 2,1,Type 1,2023,7,4,No,0,0,1631.0,Not_Canceled
467,DZ00468,Yes,2,2,not selected,1,Type 1,2023,12,8,No,0,0,858.0,Not_Canceled
468,DZ00469,Yes,2,3,plan 1,1,Type 1,2023,6,18,No,0,0,1700.0,Not_Canceled
469,DZ00470,No,2,0,plan 1,0,Type 1,2022,12,27,No,0,0,600.0,Not_Canceled
470,DZ00471,No,2,0,plan 2,0,Type 1,2022,8,8,No,0,0,965.0,Not_Canceled
472,DZ00473,Yes,2,1,plan 1,0,Type 1,2022,8,14,No,0,0,785.0,Not_Canceled
473,DZ00474,Yes,2,0,plan 1,0,Type 1,2023,4,8,No,0,0,800.0,Not_Canceled
474,DZ00475,Yes,2,0,not selected,0,Type 1,2023,9,26,No,0,0,1145.9,Canceled
475,DZ00476,No,2,4,plan 1,0,Type 7,2023,6,12,No,0,0,1890.4,Canceled
476,DZ00477,No,2,1,plan 1,1,Type 1,2023,10,11,No,0,0,1710.0,Not_Canceled
477,DZ00478,No,2,1,not selected,0,Type 1,2023,12,5,No,0,0,486.3,Not_Canceled
478,DZ00479,No,2,2,plan 1,0,Type 1,2023,8,25,No,0,0,1020.0,Not_Canceled
479,DZ00480,Yes,2,1,not selected,0,Type 1,2023,10,19,No,0,0,875.0,Not_Canceled
481,DZ00482,No,3,0,plan 1,0,Type 4,2023,7,8,No,0,0,1487.0,Not_Canceled
482,DZ00483,Yes,1,1,plan 1,0,Type 1,2022,11,20,No,0,0,750.0,Not_Canceled
483,DZ00484,Yes,3,1,plan 1,0,Type 6,2023,4,1,No,0,0,1452.2,Not_Canceled
484,DZ00485,No,2,1,plan 1,0,Type 1,2022,10,22,No,0,0,912.5,Not_Canceled
485,DZ00486,No,2,1,not selected,0,Type 1,2023,9,19,No,0,0,870.0,Not_Canceled
486,DZ00487,No,2,2,plan 1,0,Type 1,2023,2,28,No,0,0,85.0,Not_Canceled
487,DZ00488,No,2,4,plan 1,0,Type 2,2023,3,8,No,0,0,850.3,Canceled
488,DZ00489,Yes,2,1,plan 1,0,Type 1,2023,2,11,No,0,0,930.0,Canceled
489,DZ00490,Yes,2,2,not selected,0,Type 1,2023,4,10,No,0,0,827.5,Not_Canceled
490,DZ00491,No,2,0,plan 1,0,Type 1,2023,11,4,No,0,0,910.0,Canceled
491,DZ00492,Yes,2,2,plan 1,0,Type 1,2023,10,13,No,0,0,1070.0,Not_Canceled
492,DZ00493,No,2,0,plan 1,0,Type 1,2023,4,30,No,0,0,1118.1,Not_Canceled
493,DZ00494,No,2,1,plan 1,0,Type 4,2023,12,5,No,0,0,728.8,Not_Canceled
494,DZ00495,Yes,1,1,not selected,0,Type 1,2023,11,23,No,0,0,856.0,Not_Canceled
495,DZ00496,No,1,0,plan 1,0,Type 1,2023,2,28,No,0,0,620.0,Canceled
496,DZ00497,No,2,2,plan 1,0,Type 1,2023,6,7,No,0,0,1320.0,Canceled
497,DZ00498,Yes,1,0,plan 1,0,Type 1,2023,4,4,No,0,0,970.0,Not_Canceled
498,DZ00499,Yes,2,0,plan 2,0,Type 1,2023,4,6,No,0,0,1060.0,Not_Canceled
500,DZ00501,No,2,2,plan 1,0,Type 2,2023,4,23,No,0,0,970.0,Not_Canceled
502,DZ00503,Yes,1,2,plan 1,0,Type 1,2023,10,17,No,0,0,970.0,Not_Canceled
503,DZ00504,Yes,1,2,plan 1,0,Type 1,2023,6,24,No,0,0,970.0,Not_Canceled
504,DZ00505,No,2,1,plan 1,0,Type 1,2023,6,18,No,0,0,827.5,Not_Canceled
505,DZ00506,Yes,3,2,plan 1,0,Type 4,2023,8,30,No,0,0,1442.0,Not_Canceled
506,DZ00507,No,3,1,plan 1,0,Type 4,2023,10,21,No,0,0,1307.0,Canceled
507,DZ00508,Yes,2,0,plan 1,0,Type 1,2023,3,20,No,0,0,929.5,Not_Canceled
508,DZ00509,Yes,2,1,plan 1,0,Type 1,2023,11,18,No,0,0,956.0,Not_Canceled
509,DZ00510,No,2,2,plan 1,0,Type 4,2022,11,9,No,0,0,620.0,Not_Canceled
510,DZ00511,No,1,2,plan 1,0,Type 1,2023,8,25,No,0,0,920.0,Not_Canceled
511,DZ00512,Yes,2,1,not selected,0,Type 1,2022,12,5,No,0,0,974.0,Not_Canceled
513,DZ00514,No,2,2,plan 1,0,Type 4,2023,10,30,No,0,0,1061.0,Canceled
514,DZ00515,Yes,2,0,plan 2,0,Type 1,2023,4,6,No,0,0,1060.0,Not_Canceled
515,DZ00516,No,2,2,plan 1,0,Type 1,2023,8,3,No,0,0,1110.0,Not_Canceled
518,DZ00519,Yes,1,2,not selected,0,Type 1,2023,10,15,No,0,0,1420.0,Not_Canceled
519,DZ00520,Yes,2,0,plan 1,0,Type 1,2022,12,24,No,0,0,890.0,Not_Canceled
520,DZ00521,No,1,2,plan 1,0,Type 4,2023,3,5,No,0,0,878.5,Not_Canceled
521,DZ00522,No,2,2,plan 1,0,Type 4,2023,3,24,No,0,0,1014.5,Not_Canceled
522,DZ00523,No,2,2,plan 1,0,Type 4,2023,5,4,No,0,0,1222.8,Not_Canceled
523,DZ00524,No,1,2,plan 1,0,Type 1,2023,6,14,No,0,0,1220.0,Not_Canceled
524,DZ00525,No,2,2,plan 1,0,Type 1,2023,4,3,No,0,0,797.6999999999999,Not_Canceled
525,DZ00526,Yes,1,0,plan 1,0,Type 1,2023,6,14,No,0,0,1220.0,Not_Canceled
526,DZ00527,No,2,1,not selected,0,Type 1,2023,6,10,No,0,0,1181.0,Not_Canceled
527,DZ00528,Yes,3,2,plan 2,0,Type 4,2023,7,23,No,0,0,1910.0,Canceled
528,DZ00529,Yes,2,0,plan 1,0,Type 4,2023,6,26,No,0,0,1546.6999999999998,Canceled
529,DZ00530,No,2,2,plan 1,0,Type 1,2023,2,4,No,0,0,683.1,Not_Canceled
530,DZ00531,Yes,1,0,plan 1,0,Type 1,2022,9,10,No,0,0,970.0,Not_Canceled
531,DZ00532,Yes,2,1,plan 1,0,Type 1,2023,12,8,No,0,0,1240.0,Canceled
532,DZ00533,Yes,2,0,plan 1,0,Type 1,2022,12,17,No,0,0,600.0,Not_Canceled
533,DZ00534,Yes,2,1,plan 1,0,Type 1,2023,12,5,No,0,0,918.9,Not_Canceled
534,DZ00535,Yes,2,2,plan 1,0,Type 4,2023,6,21,No,0,0,1580.0,Not_Canceled
535,DZ00536,Yes,2,2,plan 1,0,Type 4,2023,3,24,No,0,0,1014.5,Not_Canceled
536,DZ00537,Yes,2,2,plan 1,0,Type 6,2023,8,31,No,0,0,1748.0,Canceled
537,DZ00538,No,2,2,not selected,0,Type 1,2023,8,22,No,0,0,1005.6,Not_Canceled
538,DZ00539,Yes,1,1,plan 1,0,Type 1,2023,3,10,No,0,0,731.0,Canceled
539,DZ00540,No,1,1,plan 1,0,Type 4,2023,3,30,No,0,0,1300.6,Canceled
540,DZ00541,No,1,2,plan 1,0,Type 1,2023,11,19,No,0,0,20.0,Not_Canceled
541,DZ00542,Yes,2,2,plan 1,0,Type 1,2023,4,7,No,0,0,1080.0,Not_Canceled
542,DZ00543,No,2,2,plan 1,0,Type 4,2023,9,27,No,0,0,1326.1,Canceled
543,DZ00544,Yes,2,0,not selected,0,Type 1,2023,6,17,No,0,0,1077.4,Not_Canceled
544,DZ00545,No,2,2,plan 1,0,Type 4,2023,6,10,No,0,0,1380.0,Not_Canceled
545,DZ00546,Yes,2,1,plan 1,0,Type 1,2023,6,8,No,0,0,1220.0,Not_Canceled
546,DZ00547,No,2,2,not selected,0,Type 1,2023,12,2,No,0,0,768.0,Not_Canceled
547,DZ00548,No,2,2,plan 2,0,Type 1,2023,6,15,No,0,0,1140.0,Canceled
548,DZ00549,No,2,3,plan 1,0,Type 1,2023,8,21,No,0,0,1235.0,Not_Canceled
549,DZ00550,No,2,0,plan 1,0,Type 1,2022,10,7,No,0,0,720.0,Not_Canceled
550,DZ00551,Yes,1,1,plan 1,0,Type 1,2023,11,29,No,0,0,770.0,Not_Canceled
551,DZ00552,Yes,2,2,plan 1,0,Type 1,2023,1,2,No,0,0,560.0,Not_Canceled
552,DZ00553,Yes,2,0,plan 1,0,Type 1,2023,3,25,No,0,0,1020.0,Canceled
553,DZ00554,No,1,2,plan 1,0,Type 4,2023,4,23,No,0,0,20.0,Not_Canceled
554,DZ00555,No,1,3,plan 1,0,Type 6,2023,11,2,No,0,0,1882.2,Canceled
555,DZ00556,Yes,2,2,not selected,0,Type 1,2023,11,13,No,0,0,812.0,Not_Canceled
556,DZ00557,No,2,1,plan 1,0,Type 1,2023,3,19,No,0,0,1050.0,Not_Canceled
557,DZ00558,No,2,0,plan 1,0,Type 1,2022,9,25,No,0,0,1870.0,Not_Canceled
558,DZ00559,Yes,2,1,plan 1,0,Type 1,2022,10,20,No,0,0,1370.0,Not_Canceled
559,DZ00560,No,2,1,plan 2,0,Type 1,2023,10,23,No,0,0,1170.0,Canceled
560,DZ00561,Yes,2,0,plan 2,0,Type 1,2022,7,17,No,0,0,1110.0,Canceled
561,DZ00562,Yes,2,1,plan 1,0,Type 1,2023,11,26,No,0,0,1060.0,Canceled
562,DZ00563,Yes,3,2,plan 1,0,Type 4,2023,8,3,No,0,0,1320.5,Not_Canceled
563,DZ00564,Yes,2,0,plan 1,0,Type 1,2023,9,5,No,0,0,1023.0,Canceled
564,DZ00565,No,1,1,plan 1,0,Type 1,2023,6,15,No,0,0,1320.0,Canceled
565,DZ00566,Yes,2,2,plan 2,0,Type 1,2022,10,16,No,0,0,1110.0,Not_Canceled
567,DZ00568,Yes,1,0,plan 1,0,Type 1,2023,2,3,No,0,0,680.0,Not_Canceled
568,DZ00569,No,2,0,plan 1,0,Type 1,2023,9,3,No,0,0,1088.8,Not_Canceled
569,DZ00570,Yes,2,2,plan 1,0,Type 4,2023,9,16,No,0,0,1514.0,Not_Canceled
570,DZ00571,No,1,1,plan 1,0,Type 1,2023,4,26,No,0,0,1113.5,Not_Canceled
571,DZ00572,Yes,2,2,plan 1,0,Type 1,2023,11,3,No,0,0,910.0,Canceled
572,DZ00573,Yes,1,1,plan 1,0,Type 1,2023,4,9,No,0,0,1170.0,Not_Canceled
573,DZ00574,No,1,1,plan 1,0,Type 1,2023,3,16,No,0,0,875.0,Not_Canceled
574,DZ00575,No,2,2,plan 1,0,Type 4,2023,4,20,No,0,0,929.5,Not_Canceled
575,DZ00576,No,2,2,plan 1,0,Type 4,2023,7,30,No,0,0,1195.5,Not_Canceled
576,DZ00577,Yes,2,1,not selected,0,Type 1,2023,10,19,No,0,0,1100.0,Canceled
577,DZ00578,Yes,2,0,plan 1,0,Type 4,2023,10,11,No,0,0,1415.0,Not_Canceled
578,DZ00579,Yes,2,1,plan 1,0,Type 5,2023,9,13,No,0,0,1318.8,Canceled
579,DZ00580,Yes,2,1,plan 1,0,Type 1,2022,12,30,No,0,0,690.0,Not_Canceled
